timestamp,aggregate,dishwasher,fridge,microwave,washing_machine
2014-09-11 00:00:00+00:00,197.8516666666667,1.0,89.0,0.0,0.0
2014-09-11 00:00:06+00:00,197.505,1.0,89.0,1.0,0.0
2014-09-11 00:00:12+00:00,197.53666666666666,0.0,89.0,0.0,0.0
2014-09-11 00:00:18+00:00,197.1966666666667,1.0,89.0,1.0,0.0
2014-09-11 00:00:24+00:00,196.94666666666663,1.0,89.0,1.0,0.0
2014-09-11 00:00:30+00:00,196.58666666666667,1.0,89.0,1.0,0.0
2014-09-11 00:00:36+00:00,196.98666666666668,1.0,0.0,1.0,0.0
2014-09-11 00:00:42+00:00,196.59166666666667,1.0,89.0,1.0,0.0
2014-09-11 00:00:48+00:00,196.35166666666666,1.0,88.0,1.0,0.0
2014-09-11 00:00:54+00:00,197.13666666666666,1.0,89.0,0.0,0.0
2014-09-11 00:01:00+00:00,196.42666666666665,1.0,89.0,1.0,0.0
2014-09-11 00:01:06+00:00,197.53833333333333,1.0,88.0,1.0,0.0
2014-09-11 00:01:12+00:00,196.53142857142856,1.0,88.0,1.0,0.0
2014-09-11 00:01:18+00:00,197.75799999999998,0.0,87.0,1.0,0.0
2014-09-11 00:01:24+00:00,196.1816666666667,1.0,88.0,1.0,0.0
2014-09-11 00:01:30+00:00,197.28666666666666,1.0,0.0,1.0,0.0
2014-09-11 00:01:36+00:00,195.82833333333335,1.0,88.0,0.0,0.0
2014-09-11 00:01:42+00:00,197.375,1.0,89.0,1.0,0.0
2014-09-11 00:01:48+00:00,195.715,1.0,88.0,1.0,0.0
2014-09-11 00:01:54+00:00,197.3942857142857,1.0,88.0,0.0,0.0
2014-09-11 00:02:00+00:00,195.228,1.0,88.0,1.0,0.0
2014-09-11 00:02:06+00:00,196.79,1.0,88.0,1.0,0.0
2014-09-11 00:02:12+00:00,196.005,0.0,0.0,1.0,0.0
2014-09-11 00:02:18+00:00,197.2,1.0,87.0,1.0,0.0
2014-09-11 00:02:24+00:00,195.4828571428571,1.0,87.0,1.0,0.0
2014-09-11 00:02:30+00:00,196.29000000000002,1.0,87.0,0.0,0.0
2014-09-11 00:02:36+00:00,195.6157142857143,1.0,87.0,1.0,0.0
2014-09-11 00:02:42+00:00,195.5,1.0,87.0,1.0,0.0
2014-09-11 00:02:48+00:00,196.3033333333333,0.0,87.0,1.0,0.0
2014-09-11 00:02:54+00:00,194.9416666666667,1.0,87.0,1.0,0.0
2014-09-11 00:03:00+00:00,196.13333333333333,1.0,87.0,1.0,0.0
2014-09-11 00:03:06+00:00,194.76999999999998,1.0,0.0,1.0,0.0
2014-09-11 00:03:12+00:00,195.975,1.0,87.0,1.0,0.0
2014-09-11 00:03:18+00:00,194.55999999999997,1.0,87.0,0.0,0.0
2014-09-11 00:03:24+00:00,196.3216666666667,0.0,87.0,1.0,0.0
2014-09-11 00:03:30+00:00,194.07833333333335,1.0,87.0,1.0,0.0
2014-09-11 00:03:36+00:00,196.355,1.0,0.0,1.0,0.0
2014-09-11 00:03:42+00:00,194.2733333333333,1.0,87.0,1.0,0.0
2014-09-11 00:03:48+00:00,195.66166666666666,1.0,87.0,1.0,0.0
2014-09-11 00:03:54+00:00,194.44833333333335,1.0,87.0,0.0,0.0
2014-09-11 00:04:00+00:00,196.125,1.0,0.0,1.0,0.0
2014-09-11 00:04:06+00:00,193.60833333333335,0.0,86.0,0.0,0.0
2014-09-11 00:04:12+00:00,195.32833333333335,1.0,0.0,1.0,0.0
2014-09-11 00:04:18+00:00,193.47833333333332,1.0,86.0,1.0,0.0
2014-09-11 00:04:24+00:00,194.49666666666667,1.0,86.0,0.0,0.0
2014-09-11 00:04:30+00:00,193.19000000000003,0.0,86.0,1.0,0.0
2014-09-11 00:04:36+00:00,194.3983333333333,1.0,86.0,1.0,0.0
2014-09-11 00:04:42+00:00,193.12166666666667,1.0,0.0,1.0,0.0
2014-09-11 00:04:48+00:00,194.43833333333336,1.0,86.0,1.0,0.0
2014-09-11 00:04:54+00:00,193.09666666666666,1.0,86.0,1.0,0.0
2014-09-11 00:05:00+00:00,193.70333333333335,1.0,86.0,0.0,0.0
2014-09-11 00:05:06+00:00,193.28833333333333,1.0,86.0,1.0,0.0
2014-09-11 00:05:12+00:00,192.745,1.0,85.0,1.0,0.0
2014-09-11 00:05:18+00:00,191.83166666666668,0.0,86.0,1.0,0.0
2014-09-11 00:05:24+00:00,191.98333333333335,1.0,86.0,1.0,0.0
2014-09-11 00:05:30+00:00,192.45833333333334,1.0,85.0,1.0,0.0
2014-09-11 00:05:36+00:00,192.19500000000002,1.0,86.0,1.0,0.0
2014-09-11 00:05:42+00:00,192.3166666666667,1.0,0.0,1.0,0.0
2014-09-11 00:05:48+00:00,191.58,1.0,86.0,1.0,0.0
2014-09-11 00:05:54+00:00,192.51999999999998,1.0,86.0,0.0,0.0
2014-09-11 00:06:00+00:00,191.50166666666667,1.0,85.0,1.0,0.0
2014-09-11 00:06:06+00:00,192.46166666666667,1.0,85.0,0.0,0.0
2014-09-11 00:06:12+00:00,191.18999999999997,1.0,85.0,1.0,0.0
2014-09-11 00:06:18+00:00,192.08833333333334,1.0,85.0,1.0,0.0
2014-09-11 00:06:24+00:00,191.01666666666665,1.0,85.0,1.0,0.0
2014-09-11 00:06:30+00:00,192.23166666666668,1.0,85.0,1.0,0.0
2014-09-11 00:06:36+00:00,190.20333333333335,0.0,0.0,1.0,0.0
2014-09-11 00:06:42+00:00,192.28166666666667,1.0,84.0,1.0,0.0
2014-09-11 00:06:48+00:00,190.33,1.0,85.0,1.0,0.0
2014-09-11 00:06:54+00:00,192.16666666666666,1.0,85.0,0.0,0.0
2014-09-11 00:07:00+00:00,190.93833333333336,0.0,85.0,1.0,0.0
2014-09-11 00:07:06+00:00,192.64166666666665,1.0,0.0,1.0,0.0
2014-09-11 00:07:12+00:00,190.31333333333336,1.0,85.0,1.0,0.0
2014-09-11 00:07:18+00:00,191.835,1.0,84.0,1.0,0.0
2014-09-11 00:07:24+00:00,190.01833333333335,1.0,85.0,1.0,0.0
2014-09-11 00:07:30+00:00,191.36333333333334,1.0,84.0,0.0,0.0
2014-09-11 00:07:36+00:00,190.06333333333336,1.0,85.0,1.0,0.0
2014-09-11 00:07:42+00:00,191.5616666666667,1.0,84.0,1.0,0.0
2014-09-11 00:07:48+00:00,189.905,0.0,84.0,1.0,0.0
2014-09-11 00:07:54+00:00,190.93833333333336,1.0,0.0,1.0,0.0
2014-09-11 00:08:00+00:00,190.38833333333332,1.0,84.0,1.0,0.0
2014-09-11 00:08:06+00:00,190.59,1.0,84.0,0.0,0.0
2014-09-11 00:08:12+00:00,190.24,1.0,84.0,1.0,0.0
2014-09-11 00:08:18+00:00,190.35666666666665,1.0,84.0,1.0,0.0
2014-09-11 00:08:24+00:00,190.25166666666667,1.0,84.0,1.0,0.0
2014-09-11 00:08:30+00:00,190.22666666666666,1.0,84.0,1.0,0.0
2014-09-11 00:08:36+00:00,190.30999999999997,1.0,84.0,1.0,0.0
2014-09-11 00:08:42+00:00,132.46,0.0,0.0,1.0,0.0
2014-09-11 00:08:48+00:00,105.53833333333334,1.0,83.0,1.0,0.0
2014-09-11 00:08:54+00:00,105.27166666666666,1.0,0.0,0.0,0.0
2014-09-11 00:09:00+00:00,105.88166666666666,0.0,0.0,1.0,0.0
2014-09-11 00:09:06+00:00,104.795,1.0,0.0,1.0,0.0
2014-09-11 00:09:12+00:00,106.03333333333335,1.0,0.0,1.0,0.0
2014-09-11 00:09:18+00:00,105.18166666666667,1.0,0.0,1.0,0.0
2014-09-11 00:09:24+00:00,106.17333333333333,1.0,0.0,1.0,0.0
2014-09-11 00:09:30+00:00,104.565,1.0,0.0,0.0,0.0
2014-09-11 00:09:36+00:00,106.17333333333333,1.0,0.0,1.0,0.0
2014-09-11 00:09:42+00:00,104.49000000000001,1.0,0.0,0.0,0.0
2014-09-11 00:09:48+00:00,106.37166666666667,0.0,0.0,1.0,0.0
2014-09-11 00:09:54+00:00,105.02833333333335,1.0,0.0,1.0,0.0
2014-09-11 00:10:00+00:00,106.60833333333333,1.0,0.0,0.0,0.0
2014-09-11 00:10:06+00:00,104.33333333333333,0.0,0.0,1.0,0.0
2014-09-11 00:10:12+00:00,106.18666666666667,1.0,0.0,1.0,0.0
2014-09-11 00:10:18+00:00,104.42666666666666,1.0,0.0,1.0,0.0
2014-09-11 00:10:24+00:00,106.52,1.0,0.0,1.0,0.0
2014-09-11 00:10:30+00:00,104.61666666666667,1.0,0.0,1.0,0.0
2014-09-11 00:10:36+00:00,106.03666666666668,1.0,0.0,1.0,0.0
2014-09-11 00:10:42+00:00,104.51333333333334,1.0,0.0,0.0,0.0
2014-09-11 00:10:48+00:00,105.93166666666667,0.0,0.0,1.0,0.0
2014-09-11 00:10:54+00:00,105.07,1.0,0.0,1.0,0.0
2014-09-11 00:11:00+00:00,106.065,1.0,0.0,1.0,0.0
2014-09-11 00:11:06+00:00,105.185,1.0,0.0,1.0,0.0
2014-09-11 00:11:12+00:00,105.83166666666666,1.0,0.0,1.0,0.0
2014-09-11 00:11:18+00:00,105.31,1.0,0.0,0.0,0.0
2014-09-11 00:11:24+00:00,105.49333333333334,1.0,0.0,1.0,0.0
2014-09-11 00:11:30+00:00,105.31833333333333,1.0,0.0,1.0,0.0
2014-09-11 00:11:36+00:00,105.56833333333333,0.0,0.0,1.0,0.0
2014-09-11 00:11:42+00:00,105.41166666666668,1.0,0.0,1.0,0.0
2014-09-11 00:11:48+00:00,105.195,1.0,0.0,1.0,0.0
2014-09-11 00:11:54+00:00,105.42333333333333,1.0,0.0,0.0,0.0
2014-09-11 00:12:00+00:00,105.175,0.0,0.0,1.0,0.0
2014-09-11 00:12:06+00:00,105.735,1.0,0.0,1.0,0.0
2014-09-11 00:12:12+00:00,105.10166666666667,1.0,0.0,1.0,0.0
2014-09-11 00:12:18+00:00,105.93833333333333,1.0,0.0,0.0,0.0
2014-09-11 00:12:24+00:00,104.53666666666668,1.0,0.0,1.0,0.0
2014-09-11 00:12:30+00:00,106.04833333333333,0.0,0.0,1.0,0.0
2014-09-11 00:12:36+00:00,104.69,1.0,0.0,1.0,0.0
2014-09-11 00:12:42+00:00,106.16833333333334,1.0,0.0,1.0,0.0
2014-09-11 00:12:48+00:00,104.35000000000001,1.0,0.0,1.0,0.0
2014-09-11 00:12:54+00:00,106.64,1.0,0.0,1.0,0.0
2014-09-11 00:13:00+00:00,105.03000000000002,1.0,0.0,1.0,0.0
2014-09-11 00:13:06+00:00,106.39666666666666,1.0,0.0,0.0,0.0
2014-09-11 00:13:12+00:00,104.91833333333334,1.0,0.0,1.0,0.0
2014-09-11 00:13:18+00:00,106.66666666666667,1.0,0.0,1.0,0.0
2014-09-11 00:13:24+00:00,104.72166666666665,1.0,0.0,1.0,0.0
2014-09-11 00:13:30+00:00,106.29,1.0,0.0,1.0,0.0
2014-09-11 00:13:36+00:00,104.91166666666668,0.0,0.0,1.0,0.0
2014-09-11 00:13:42+00:00,106.06166666666667,1.0,0.0,1.0,0.0
2014-09-11 00:13:48+00:00,104.91833333333334,1.0,0.0,0.0,0.0
2014-09-11 00:13:54+00:00,106.16333333333334,1.0,0.0,1.0,0.0
2014-09-11 00:14:00+00:00,105.57833333333333,0.0,0.0,1.0,0.0
2014-09-11 00:14:06+00:00,106.13,1.0,0.0,1.0,0.0
2014-09-11 00:14:12+00:00,105.26666666666667,1.0,0.0,1.0,0.0
2014-09-11 00:14:18+00:00,105.75166666666667,1.0,0.0,1.0,0.0
2014-09-11 00:14:24+00:00,105.52333333333333,1.0,0.0,0.0,0.0
2014-09-11 00:14:30+00:00,105.71333333333332,0.0,0.0,1.0,0.0
2014-09-11 00:14:36+00:00,105.72333333333334,1.0,0.0,1.0,0.0
2014-09-11 00:14:42+00:00,105.455,1.0,0.0,1.0,0.0
2014-09-11 00:14:48+00:00,106.165,1.0,0.0,1.0,0.0
2014-09-11 00:14:54+00:00,105.49333333333334,1.0,0.0,1.0,0.0
2014-09-11 00:15:00+00:00,106.00999999999999,1.0,0.0,0.0,0.0
2014-09-11 00:15:06+00:00,105.15166666666666,1.0,0.0,1.0,0.0
2014-09-11 00:15:12+00:00,105.87833333333333,1.0,0.0,1.0,0.0
2014-09-11 00:15:18+00:00,104.85333333333334,1.0,0.0,1.0,0.0
2014-09-11 00:15:24+00:00,106.02,0.0,0.0,1.0,0.0
2014-09-11 00:15:30+00:00,105.15499999999999,1.0,0.0,1.0,0.0
2014-09-11 00:15:36+00:00,106.375,1.0,0.0,1.0,0.0
2014-09-11 00:15:42+00:00,104.68666666666667,1.0,0.0,1.0,0.0
2014-09-11 00:15:48+00:00,106.32,1.0,0.0,0.0,0.0
2014-09-11 00:15:54+00:00,104.8,1.0,0.0,1.0,0.0
